gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	FUSION.muscle_naive_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1003	0	0	5.27715967898789e-14	0.0100641295492859	0.989935870450693
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	FUSION.muscle_naive_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1003	0	0	6.81825606988834e-05	0.0114168548312112	0.988514962608045
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	FUSION.muscle_naive_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1003	0	0	0.00289941473042366	0.0134788856021597	0.983621699667465
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	FUSION.muscle_naive_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1003	0	0	0.550929363179033	0.150147228277984	0.298923408543017
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.fibroblast_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1078	0	0	0.0161667057594662	0.0206635029873512	0.963169791253151
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.fibroblast_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1078	0	0	0.84030361463317	0.086098360771099	0.0735980245957384
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.fibroblast_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1078	0	0	0.809498664923245	0.0917065267055513	0.0987948083711716
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.fibroblast_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1078	0	0	0.800806519798895	0.130970880023141	0.0682226001779257
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.LCL_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1078	0	0	1.2800430590832e-11	0.103103726185161	0.896896273801994
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.LCL_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1078	0	0	0.808243669096922	0.114658478932462	0.0770978519706414
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.LCL_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1078	0	0	0.000205005568547166	0.0713216912790894	0.928473303152317
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.LCL_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1078	0	0	0.000121473035373758	0.0620127085693272	0.937865818395244
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.T-cell_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1078	0	0	0.0285343655035724	0.0203039938529683	0.951161640643508
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.T-cell_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1078	0	0	0.864735200772972	0.0774378592027064	0.0578269400242834
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.T-cell_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1078	0	0	0.863515938777816	0.0820423438182788	0.0544417174038929
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GENCORD.T-cell_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1078	0	0	0.863964330337852	0.085288046243153	0.0507476234189561
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GEUVADIS.LCL_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1449	0	0	7.74908797193603e-30	0.514846373830283	0.485153626169745
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GEUVADIS.LCL_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1449	0	0	0.837738764408223	0.12306256273802	0.0391986728537893
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GEUVADIS.LCL_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1449	0	0	3.50199411712044e-07	0.0168036926857615	0.983195957114796
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GEUVADIS.LCL_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1449	0	0	0.000250038285250565	0.0223654659206625	0.977384495794066
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adipose_subcutaneous_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1143	0	0	4.06358437533309e-05	0.221394921433592	0.778564442722662
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adipose_subcutaneous_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1143	0	0	0.793552544807886	0.114878686996709	0.0915687681953786
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adipose_subcutaneous_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1143	0	0	0.623019920725333	0.0972903701318467	0.279689709142782
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adipose_subcutaneous_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1143	0	0	0.26931357496147	0.055133887673719	0.675552537364802
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adipose_visceral_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1143	0	0	1.87618704761939e-06	0.0325480357552913	0.967450088057635
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adipose_visceral_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1143	0	0	0.840155925997404	0.109839622197288	0.0500044518052885
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adipose_visceral_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1143	0	0	0.435026968325145	0.103318440266321	0.461654591408544
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adipose_visceral_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1143	0	0	0.0251129187212651	0.0169484618073037	0.957938619471438
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adrenal_gland_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1140	0	0	0.00625520954571154	0.0239731476841456	0.9697716427701
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adrenal_gland_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1140	0	0	0.848542932273636	0.088439073456576	0.063017994269757
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adrenal_gland_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1140	0	0	0.724350961843749	0.0853553184966327	0.190293719659584
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.adrenal_gland_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1140	0	0	0.753605470060318	0.0905191038689416	0.155875426070793
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_aorta_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1143	0	0	5.2023705674794e-05	0.0093154734396138	0.990632502854665
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_aorta_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1143	0	0	0.785714924545792	0.10069016930158	0.113594906152639
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_aorta_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1143	0	0	0.10207403929462	0.0313206188823806	0.866605341822987
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_aorta_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1143	0	0	0.396072279471323	0.0811221069598081	0.522805613568822
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_coronary_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1134	0	0	0.0748788040003286	0.0416062844183655	0.883514911581268
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_coronary_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1134	0	0	0.847181606007486	0.0972758179858428	0.0555425760066331
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_coronary_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1134	0	0	0.54059891060677	0.0739637937473769	0.38543729564591
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_coronary_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1134	0	0	0.634213344575494	0.0838638020876917	0.281922853336757
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_tibial_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1143	0	0	0.0912565073520901	0.0336954033913173	0.875048089256579
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_tibial_ge	chr5_75355259_A_G	ENSG00000113161	5	75355259	1143	0	0	0.789884361795655	0.0828094575830844	0.127306180621225
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_tibial_txrev	chr5_75355259_A_G	ENSG00000113161.grp_2.contained.ENST00000343975	5	75355259	1143	4.94065645841247e-324	0	0.875473389225281	0.0841290742973718	0.0403975364773794
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.artery_tibial_tx	chr5_75355259_A_G	ENST00000343975	5	75355259	1143	0	0	0.856062987958857	0.0956778991017962	0.0482591129393429
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
LDLC	GTEx.blood_exon	chr5_75355259_A_G	ENSG00000113161.16_5_75355215_75355364	5	75355259	1143	0	0	0.210883380073685	0.0458815909430011	0.743235028983357
gwas_id	qtl_subset	variant	molecular_trait_id	chromosome	position	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
